,,,,,,,Wisconsin State Climatology Office,,,,,,,,,,,
1989,16.0,5.4,21.6,39.6,53.5,61.3,69.9,66.1,56.6,45.8,24.9,5.1,38.8,,38.2,65.8,42.4,14.1
1990,20.7,16.5,30.7,43.2,50.8,64.2,66.6,65.8,58.5,43.5,33.8,15.0,42.4,,41.6,65.5,45.3,14.1
1991,7.6,19.6,29.5,45.0,57.7,66.5,66.8,67.4,54.5,42.8,22.4,16.9,41.4,,44.1,66.9,39.9,19.0
1992,17.0,23.0,28.6,38.9,56.2,60.5,61.6,61.7,55.0,43.5,28.9,17.9,41.1,,41.2,61.3,42.5,14.7
1993,11.3,14.8,26.8,38.6,52.8,59.6,66.2,66.5,50.4,41.8,26.9,18.4,39.5,,39.4,64.1,39.7,8.9
1994,-0.3,8.6,30.2,41.1,54.8,64.9,65.9,63.5,59.7,48.0,34.3,21.9,41.1,,42.0,64.8,47.3,16.7
1995,14.2,13.9,29.7,36.1,52.6,66.9,68.1,69.4,55.0,45.2,21.9,13.2,40.5,,39.5,68.1,40.7,10.1
1996,4.6,12.4,20.0,36.7,50.8,63.4,64.6,66.1,57.4,45.2,23.0,13.2,38.1,,35.8,64.7,41.9,12.9
1997,8.0,17.6,26.1,39.5,48.4,65.2,66.5,62.7,58.4,46.3,26.9,24.6,40.9,,38.0,64.8,43.9,24.0
1998,17.0,30.5,29.2,46.3,59.9,61.5,68.2,68.1,61.6,47.6,34.6,21.2,45.5,,45.1,65.9,47.9,17.9
1999,8.9,23.7,30.3,44.8,56.8,63.6,70.9,65.3,56.6,44.1,37.4,20.8,43.6,,44.0,66.6,46.0,18.3
2000,11.5,22.6,36.3,41.1,56.1,60.7,67.0,66.6,55.9,48.9,30.5,5.5,41.9,,44.5,64.8,45.1,10.7
2001,16.9,9.6,25.6,44.0,55.7,63.8,68.7,68.6,56.0,44.6,41.7,24.8,43.3,,41.8,67.0,47.4,23.1
2002,20.5,24.0,20.5,40.6,49.1,65.1,71.6,66.0,59.8,38.9,28.7,22.2,42.3,,36.7,67.6,42.5,14.6
2003,10.9,10.6,26.2,41.5,52.9,62.1,67.2,69.0,58.3,45.4,29.4,21.5,41.3,,40.2,66.1,44.4,15.7
2004,7.2,18.5,30.6,42.8,50.8,60.1,65.8,60.3,62.0,46.8,34.4,17.1,41.4,,41.4,62.1,47.7,16.5
2005,10.5,21.8,25.3,46.4,51.3,67.0,69.8,66.4,61.4,47.8,32.6,17.8,43.2,,41.0,67.7,47.3,19.4
2006,25.3,15.1,29.9,48.2,56.0,64.5,73.0,66.9,54.7,41.0,33.5,25.3,44.5,,44.7,68.1,43.1,17.0
2007,16.7,9.1,32.6,41.4,57.8,66.1,68.9,66.7,59.0,49.9,31.2,13.8,42.8,,43.9,67.2,46.7,12.2
2008,11.7,11.1,23.1,39.9,50.5,62.2,67.6,65.4,58.5,45.3,31.0,9.8,39.7,,37.8,65.1,44.9,9.8
2009,2.3,17.2,27.7,41.9,53.4,61.5,62.6,63.5,61.3,40.2,38.3,14.8,40.4,,41.0,62.5,46.6,14.3
2010,11.6,16.4,36.8,48.7,55.9,62.8,70.1,69.5,54.1,47.5,31.9,14.6,43.3,,47.1,67.5,44.5,13.0
2011,8.7,15.8,25.3,40.7,52.4,62.4,71.9,66.7,56.4,49.0,34.6,22.7,42.2,,39.5,67.0,46.7,21.9
2012,18.5,24.6,42.7,44.0,57.6,65.2,72.8,65.6,56.2,42.2,32.2,20.9,45.2,,48.1,67.9,43.5,16.2
2013,13.3,14.5,21.8,34.7,51.9,62.0,67.5,66.7,59.6,45.1,28.2,7.4,39.4,,36.1,65.4,44.3,4.9
2014,2.6,4.6,19.0,36.5,53.5,64.2,65.7,65.8,56.8,44.4,21.9,21.6,38.1,,36.3,65.2,41.0,21.2
2015,13.2,5.6,30.1,43.7,54.2,63.0,68.2,64.8,63.1,46.3,37.3,28.5,43.2,,42.7,65.3,48.9,23.5
2016,13.4,19.4,35.2,41.7,54.9,64.2,68.7,67.6,60.5,48.2,39.9,17.6,44.3,,43.9,66.8,49.5,19.9
2017,16.8,25.2,28.0,43.8,51.9,63.3,67.1,62.4,60.6,47.5,28.0,13.7,42.4,,41.2,64.3,45.4,12.0
2018,11.4,10.8,27.1,31.4,60.3,64.9,--,--,--,--,--,--,--,,39.6,--,--,--
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Multi-year  Statistics,,,,,,,,,,,,,,,,,,
Interval/yrs,1895,2018,,,,,,,,,,,,,,,,
AVE,9.2,13.3,25.9,41.3,53.5,62.8,67.8,65.3,56.6,45.1,29.5,15.2,40.5,,40.2,65.3,43.7,12.7
MEDIAN,9.4,13.0,25.6,41.3,53.2,62.8,67.6,65.4,56.4,45.2,29.4,15.1,40.3,,40.1,65.5,43.8,12.2
STD,6.02,6.03,5.28,3.74,3.31,2.60,2.43,2.47,2.72,3.49,4.38,5.52,1.78,,2.76,1.79,2.29,4.24
MAX,25.3,30.5,42.7,50.5,62.0,70.1,73.4,72.2,63.1,54.8,41.7,28.5,45.5,,48.1,69.3,49.5,24.0
MIN,-8.9,-3.4,13.0,31.4,44.5,56.2,61.6,60.1,49.9,34.7,19.5,2.3,35.7,,33.9,60.1,37.7,2.9
Count,124,124,124,124,124,124,123,123,123,123,123,123,123,,124,123,123,123
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,2000,,,,,,,,,,,,,,,,
AVE,8.6,13.2,25.8,41.0,53.3,62.6,67.6,65.1,56.2,45.1,29.2,14.7,40.2,,40.0,65.1,43.5,12.2
MEDIAN,8.8,12.9,25.5,41.0,53.2,62.6,67.4,65.0,56.0,45.2,29.3,14.8,40.2,,40.0,65.3,43.7,11.8
STD,5.89,5.95,4.97,3.67,3.40,2.75,2.39,2.43,2.52,3.43,3.97,5.42,1.64,,2.64,1.78,2.11,3.90
MAX,21.2,30.5,39.3,50.5,62.0,70.1,73.4,71.2,62.2,54.8,37.4,25.3,45.5,,47.8,69.3,49.3,24.0
MIN,-8.9,-3.4,16.0,32.3,44.5,56.2,61.6,60.1,49.9,34.7,20.3,2.3,35.7,,33.9,60.1,39.0,2.9
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,2000,,,,,,,,,,,,,,,,
AVE,8.5,14.7,26.4,41.5,53.8,62.7,67.5,65.2,55.9,45.1,29.2,15.0,40.5,,40.5,65.2,43.4,12.8
MEDIAN,8.8,13.0,26.3,41.4,53.2,62.8,67.3,65.1,55.9,45.2,29.5,15.1,40.4,,40.0,65.3,43.4,12.3
STD,5.51,5.94,4.73,3.27,3.41,2.48,2.33,2.33,2.29,3.27,4.02,5.39,1.57,,2.65,1.67,2.20,3.87
MAX,20.7,30.5,36.3,48.2,62.0,67.0,72.3,69.9,61.6,54.8,37.4,24.6,45.5,,47.8,69.3,49.2,24.0
MIN,-2.4,5.4,17.1,35.4,47.4,56.2,61.6,60.9,50.0,39.3,20.3,2.3,37.4,,35.8,61.3,39.1,4.7
,,,,,,,,,,,,,,,,,,
Interval/yrs,1981,2010,,,,,,,,,,,,,,,,
AVE,11.6,16.6,28.3,42.4,54.1,63.2,68.0,65.9,57.1,44.7,30.4,16.3,41.6,,41.6,65.7,44.1,14.8
MEDIAN,11.6,16.5,29.4,42.2,54.2,63.1,67.9,66.1,56.9,45.2,30.8,17.0,41.3,,41.5,65.9,44.0,14.2
STD,6.0,6.2,4.2,3.4,3.1,2.5,2.6,2.5,2.7,2.9,4.8,6.1,1.8,,2.9,2.0,2.3,4.1
MAX,25.3,30.5,36.8,48.7,59.9,67.0,73.0,69.9,62.0,49.9,41.7,25.3,45.5,,47.1,69.3,47.9,24.0
MIN,-1.3,5.4,20.0,36.1,48.4,57.7,61.6,60.3,50.4,38.9,21.9,2.3,38.1,,35.8,61.3,39.7,8.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1971,2000,,,,,,,,,,,,,,,,
AVE,8.9,15.8,27.6,41.6,54.3,62.9,67.7,65.4,56.1,44.6,29.2,14.8,40.7,,41.2,65.3,43.3,13.3
MEDIAN,8.8,14.7,28.3,41.2,55.2,62.7,67.5,65.8,55.8,44.9,29.4,15.1,41.0,,41.2,65.0,43.1,12.9
STD,6.0,6.4,4.5,3.5,3.6,2.4,2.3,2.4,2.4,3.0,4.1,6.0,1.8,,3.0,1.7,2.1,4.4
MAX,20.7,30.5,36.3,48.2,62.0,67.0,72.2,69.9,61.6,50.4,37.4,24.6,45.5,,47.8,69.3,47.9,24.0
MIN,-2.4,5.4,20.0,35.4,48.4,57.7,61.6,60.9,50.4,39.3,21.9,2.3,37.4,,35.8,61.3,39.1,4.7
,,,,,,,,,,,,,,,,,,
Interval/yrs,1961,1990,,,,,,,,,,,,,,,,
AVE,7.9,13.6,26.7,41.6,53.6,62.6,68.0,65.0,55.7,45.0,29.6,13.9,40.3,,40.7,65.2,43.4,11.7
MEDIAN,8.0,12.5,26.0,41.6,53.1,62.5,68.1,64.9,55.7,44.9,29.6,14.5,40.1,,40.3,65.3,43.4,11.8
STD,5.9,5.7,4.8,3.2,3.6,2.4,2.2,2.3,2.1,3.4,3.1,5.3,1.5,,2.6,1.6,1.8,3.5
MAX,20.7,26.0,35.7,48.2,62.0,67.0,72.2,69.9,60.1,54.8,34.9,22.0,44.8,,47.8,69.3,49.2,20.8
MIN,-2.4,5.4,17.2,35.4,47.6,56.2,64.0,60.9,50.0,39.3,22.3,2.3,37.4,,37.3,62.4,39.1,4.7
,,,,,,,,,,,,,,,,,,
Interval/yrs,1951,1980,,,,,,,,,,,,,,,,
AVE,7.0,13.0,24.9,41.2,53.3,62.5,67.4,64.9,55.6,45.5,29.3,14.7,39.9,,39.8,65.0,43.4,11.7
MEDIAN,7.0,12.7,24.7,41.4,52.7,62.7,67.3,64.5,55.8,45.2,29.5,14.2,40.1,,39.7,65.0,43.4,12.0
STD,4.9,4.7,4.6,3.1,3.4,2.3,2.2,2.2,2.2,3.6,3.5,4.6,1.1,,2.2,1.5,2.2,3.1
MAX,16.6,25.4,35.7,48.2,62.0,65.8,72.3,69.6,60.1,54.8,34.9,24.0,42.1,,47.8,68.3,49.2,16.8
MIN,-2.4,5.6,17.1,35.4,47.4,56.2,63.3,60.9,50.0,39.3,20.3,4.5,37.4,,37.2,62.2,39.1,4.7
,,,,,,,,,,,,,,,,,,
Interval/yrs,1941,1970,,,,,,,,,,,,,,,,
AVE,8.9,12.9,24.8,41.3,52.8,62.4,67.4,65.4,55.8,46.2,29.1,15.0,40.1,,39.6,65.0,43.7,12.1
MEDIAN,9.2,12.2,23.4,41.5,52.4,62.7,67.1,65.0,56.2,46.1,29.4,14.8,40.2,,39.8,65.4,43.7,11.6
STD,5.1,3.9,5.1,3.5,3.1,2.6,2.2,2.4,2.1,3.4,3.8,4.2,1.3,,2.3,1.7,2.1,2.9
MAX,21.2,25.4,36.8,48.2,58.5,66.9,72.3,71.2,60.6,54.8,35.2,24.0,42.7,,44.0,68.3,49.2,18.2
MIN,-0.2,5.6,17.1,32.3,47.4,56.2,63.3,60.7,50.0,39.5,20.3,8.0,36.8,,33.9,62.2,39.4,7.4
,,,,,,,,,,,,,,,,,,
Interval/yrs,1931,1960,,,,,,,,,,,,,,,,
AVE,10.1,12.9,24.1,40.7,53.3,62.9,68.2,65.8,56.5,45.7,28.6,15.3,40.3,,39.4,65.6,43.6,12.6
MEDIAN,10.3,12.8,23.2,40.0,52.7,62.8,68.3,65.5,56.8,45.7,29.0,14.7,40.3,,39.3,65.9,43.8,12.2
STD,5.4,5.3,4.8,3.7,3.2,2.9,2.4,2.4,2.5,3.4,4.1,4.7,1.5,,2.3,1.7,2.2,3.2
MAX,21.2,25.4,36.8,48.2,60.4,70.1,73.4,71.2,62.0,54.0,36.0,25.3,45.1,,44.0,68.5,49.3,18.5
MIN,2.5,-3.4,17.1,32.3,47.4,57.2,63.3,60.7,52.4,39.5,20.3,8.2,36.8,,33.9,62.2,39.4,4.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1921,1950,,,,,,,,,,,,,,,,
AVE,9.4,12.7,24.8,40.5,53.2,62.8,68.2,65.5,56.7,45.4,28.8,14.4,40.2,,39.5,65.5,43.6,12.0
MEDIAN,9.3,13.4,24.6,39.6,53.1,62.4,68.3,65.3,56.8,45.6,28.2,14.5,40.2,,39.7,65.9,43.8,11.6
STD,6.1,5.5,5.0,3.7,3.5,3.1,2.4,2.5,2.7,3.6,3.9,5.2,1.7,,2.5,1.9,2.1,3.4
MAX,21.2,25.4,36.8,47.5,60.4,70.1,73.4,71.2,62.0,54.0,36.0,25.3,45.1,,44.0,68.8,49.3,20.7
MIN,-3.7,-3.4,16.0,32.3,46.4,57.2,64.1,60.2,52.6,34.8,23.4,4.0,36.8,,33.9,61.3,39.6,4.5
,,,,,,,,,,,,,,,,,,
Interval/yrs,1911,1940,,,,,,,,,,,,,,,,
AVE,7.7,11.9,24.6,40.4,53.3,62.6,68.0,64.7,56.5,44.5,29.0,14.7,39.8,,39.4,65.1,43.3,11.4
MEDIAN,7.4,12.2,25.1,40.0,53.8,62.2,68.1,64.7,56.5,44.4,28.3,14.5,39.8,,39.3,65.7,43.6,11.4
STD,6.8,6.6,4.3,3.5,3.3,3.4,2.7,2.5,2.8,4.0,4.1,6.3,1.7,,2.1,2.0,2.3,4.1
MAX,19.1,25.4,32.3,50.5,60.4,70.1,73.4,70.9,62.0,51.1,36.0,25.3,45.1,,43.4,68.8,49.3,20.7
MIN,-8.9,-3.4,16.0,34.0,46.4,57.6,62.7,60.1,49.9,34.7,20.7,4.0,35.7,,35.8,60.1,39.0,4.1
,,,,,,,,,,,,,,,,,,
Interval/yrs,1901,1930,,,,,,,,,,,,,,,,
AVE,7.2,11.2,25.7,40.8,52.5,62.2,67.1,64.2,56.2,44.4,29.5,14.0,39.6,,39.7,64.5,43.4,11.1
MEDIAN,8.1,11.0,25.7,40.7,53.2,62.2,66.5,64.0,56.0,44.4,30.2,13.6,39.9,,40.0,64.5,43.6,11.0
STD,6.0,5.5,5.0,4.1,3.3,3.0,2.4,2.3,2.7,3.6,4.0,5.9,1.5,,2.5,1.9,1.9,4.1
MAX,16.9,21.8,39.3,50.5,58.8,68.0,73.4,68.6,62.2,51.1,35.8,25.3,43.1,,45.0,68.8,47.3,20.7
MIN,-8.9,0.6,16.0,32.9,44.5,57.6,62.7,60.1,49.9,34.7,20.7,4.0,35.7,,34.7,60.1,39.0,2.9
,,,,,,,,,,,,,,,,,,
Data as of 5 Jul 2018,,,,,,,,,,,,,,,,,,
